timestamp,node,system,machine,fpc_score,fpa_score,fpm_score,fpd_score,brs_score,brm_score
2025-06-07 16:12:10,Phantom,Windows,AMD64,37214772.541067176,37298192.38587331,37165522.67235502,31088441.16234128,23027761.807444323,15197619.30260115
2025-06-07 16:12:36,Phantom,Windows,AMD64,7953993.928527341,8624037.981714383,7584917.854360227,8758423.48697166,4984007.029949336,3098356.260940662
2025-06-07 16:12:42,Phantom,Windows,AMD64,8343279.42525335,8700484.192433989,7883544.464406465,8884237.792430008,5095690.611012633,3105046.3970988765
2025-06-07 16:12:45,Phantom,Windows,AMD64,8288971.610463016,8621214.703850081,7857347.170674519,8799353.356217563,5066818.137675957,3123216.914316533
2025-06-07 16:12:50,Phantom,Windows,AMD64,8062961.629314062,8653739.895930624,7836536.72180966,8771913.651035294,5040948.771837804,3114347.506629327
2025-06-07 16:12:56,Phantom,Windows,AMD64,8286209.929883051,8647383.20348625,7896618.24758853,8733493.231070386,5059725.690941357,3099998.909995789
2025-06-07 16:13:02,Phantom,Windows,AMD64,8222017.634014084,8616204.279266313,7902133.13882155,8880237.748784013,5046505.889656247,3112955.8844406293
2025-06-07 16:13:06,Phantom,Windows,AMD64,8298143.077754551,8639221.488747336,7812004.23392881,8804843.947911074,4993627.139274419,3123582.415316342
2025-06-07 16:13:09,Phantom,Windows,AMD64,8300581.377048862,8692991.958017625,7824992.160542856,8865294.33435378,5098952.498714487,3125992.5827917405
2025-06-07 16:13:13,Phantom,Windows,AMD64,8229588.954288681,8410778.055529645,7734194.169846463,8853397.84446677,5051258.678372931,3051656.3087264397
2025-06-07 16:13:17,Phantom,Windows,AMD64,8355331.1574239135,8658014.263048545,7839008.370086593,8822217.781052973,5031792.208876695,3120849.773173426
2025-06-07 16:13:20,Phantom,Windows,AMD64,8323690.206556135,8542912.041517675,7899937.502436456,8738349.74858451,5044454.84592419,3110352.670706076
2025-06-07 16:13:24,Phantom,Windows,AMD64,8356631.745548463,8625892.110030556,7955200.558868732,8867578.603771077,5039470.34794047,3127768.0509400354
2025-06-07 16:13:29,Phantom,Windows,AMD64,36867933.1620934,36462863.40406089,37247494.28795734,31009185.80631941,22865597.74064814,14731677.777524827
2025-06-07 16:13:31,Phantom,Windows,AMD64,37434004.75015902,37490550.315080844,37113295.340205885,31183339.503353428,22540994.96899681,14531374.92000162
2025-06-07 16:13:32,Phantom,Windows,AMD64,37594567.22559757,37064249.10565651,37561779.2919687,31089684.68841599,23153389.45073694,15048203.464308036
2025-06-07 16:13:33,Phantom,Windows,AMD64,36358277.35181501,36552120.21202902,36865565.02414757,30918504.85433036,22510184.780665178,15250030.642612932
2025-06-07 16:13:34,Phantom,Windows,AMD64,35480417.92075359,37545925.05297943,37404331.94542405,30726933.537764784,22939777.93317802,15080824.513183102
2025-06-07 16:13:36,Phantom,Windows,AMD64,36952718.75493304,37292996.97281615,37103003.71179277,30937665.86531159,22947630.988379564,15118162.331908306
2025-06-07 16:13:37,Phantom,Windows,AMD64,36381388.13040387,37653901.67593709,37213440.60251739,30601569.1052082,22881655.478400376,15239786.570886271
2025-06-07 16:13:38,Phantom,Windows,AMD64,37286418.21639145,37725007.8216112,37333557.521746926,30663275.84640069,23020843.474155802,15197362.094464688
2025-06-07 16:13:39,Phantom,Windows,AMD64,35208021.01597076,37432295.05657371,37789910.08095103,30534038.48694104,22747279.802936804,15229442.827512382
2025-06-07 16:13:41,Phantom,Windows,AMD64,37051386.377794765,37020237.54294632,37062395.87021726,31319993.954170853,22842167.94354332,14979300.61426679
2025-06-07 16:13:42,Phantom,Windows,AMD64,36384798.73513299,37251119.91643954,36678995.07807589,31058297.24737208,23355318.646589633,15415829.21046325
2025-06-07 16:13:43,Phantom,Windows,AMD64,38826152.637423,38486500.682254106,37782909.18379334,30163838.85432048,23848800.12983671,15692322.332404146
2025-06-07 16:13:45,Phantom,Windows,AMD64,38588701.98329953,38940759.213009946,38437623.31724874,32066758.679677922,24076692.94234929,15735586.539454276
2025-06-07 16:13:46,Phantom,Windows,AMD64,38417994.57100198,37839763.04223634,38890662.60424668,32870560.520997476,23483545.23183689,15587228.824219303
2025-06-07 16:13:47,Phantom,Windows,AMD64,38213834.34995276,38784470.7533999,38031272.17962732,32586135.782205384,24167015.01226155,15535042.429696197
